Blog	others	company	shows	done	took	play	behind	against	asked	site	several	thanks	finally	under	family	man	everyone	won	point	fun	media	possible	bit	google	start	trying	longer	instead	hard	set	less	game	night	often	line	team	giving	looks	someone	story	feel	number	bad	available	along	early	become	recently	important	far	told	information	short	internet	quite	place	isn	black	away	social	easy	power	anything	support	business	needs	coming	talk	including	season	released	future	please	probably	reading	com	second	almost	recent	photo	web	twitter	run	friends	house	four	music	tell	rather	personal	interesting	idea	space	reason	york	open	ways	pretty	seems	page	favorite	happy	true	problem	says	via	must	december	share	maybe	soon	announced	state	million	anyone	kind	seen	based	written	him	however	create	hand	whole	yes	book	five	deal	months	head	minutes	having	worth	public	makes	wanted	known	weeks	half	went	side	ask	care	service	fact	current	stuff	wrote	else	person	add	nothing	buy	came	facebook	order	following	takes	heard	american	project	america	hit	across	creating	taking	according	yesterday	popular	everything	aren	original	word	likely	above	experience	control	phone	meet	interview	earlier	wrong	group	special	running	system	self	able	report	nbsp	email	death	latest	couple	comments	step	call	single	school	level	large	wait	holiday	happen	features	city	john	talking	added	link	hope	goes	stop	art	decided	close	screen	attention	photos	morning	party	thinking	works	lead	whether	below	stories	fans	update	building	starting	entire	saw	version	ahead	links	process	write	data	paper	late	answer	front	gets	name	created	yourself	wasn	white	friend	amazon	ones	currently	article	similar	games	tuesday	wants	fast	hear	users	program	cool	learned	friday	completely	example	heart	third	pay	writing	turn	exactly	turned	seem	track	plan	planning	job	simple	mind	understand	government	lost	either	security	question	piece	sometimes	nice	children	hold	young	include	companies	red	november	women	pick	given	learn	tried	date	fan	move	perfect	couldn	view	believe	haven	gives	biggest	car	especially	mobile	face	national	launched	ready	questions	previous	save	although	posted	monday	problems	weekend	outside	enjoy	blue	hours	box	search	market	awesome	six	feature	law	style	food	term	series	books	leave	network	content	health	members	needed	wonderful	matter	store	note	points	release	movie	focus	main	guide	action	moment	user	opportunity	spent	rest	source	continue	christmas	image	mark	certain	digital	picture	age	woman	ten	sign	street	click	appears	brought	tools	taken	type	sort	provide	changes	remember	covered	happened	beyond	event	major	size	price	services	bring	success	etc	former	sound	itself	reports	moving	thousands	forward	form	chance	follow	device	choice	minute	turns	men	app	launch	movies	growing	history	beautiful	huge	amazing	product	playing	office	mean	expect	research	david	guess	knew	clear	later	cover	saying	copy	words	country	cut	smart	fight	north	complete	official	videos	interested	role	youtube	daily	per	design	access	hundreds	usually	themselves	science	goal	president	green	easily	university	published	apparently	sell	built	pages	local	paul	lots	terms	improve	among	simply	learning	addition	due	quickly	worked	myself	technology	center	immediately	readers	customers	whatever	press	amp	specific	dead	road	low	october	inside	sales	general	details	code	results	round	shared
Matt Cutts: Gadgets, Google, and SEO	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	1	0	6	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	2	1	0	0	3	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0
NewsBusters - Exposing Liberal Media Bias	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wired Top Stories	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	1	1	0	1	0	1	2	0	2	2	0	1	0	2	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	2	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	100	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	1	0	0	0	2	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0
The Official Google Blog	2	2	2	1	1	8	2	2	1	10	3	3	3	4	11	2	3	2	1	3	3	1	3	113	1	1	1	1	7	0	1	1	1	2	1	6	7	1	2	6	1	2	2	12	2	1	2	2	4	2	1	18	2	7	2	6	1	0	4	3	6	8	0	11	5	0	6	2	3	1	3	4	1	1	1	1	2	1	1	5	10	2	3	7	2	2	1	1	0	2	0	1	2	0	2	6	10	0	0	5	7	2	2	2	0	2	1	3	17	1	5	0	1	8	3	1	0	2	1	4	1	4	1	3	2	3	7	0	3	4	0	1	0	3	3	0	1	7	2	0	1	2	4	6	0	1	2	1	1	0	4	0	4	3	1	0	2	1	0	1	8	4	0	11	4	4	0	1	2	4	1	2	1	0	1	9	3	12	7	1	1	0	4	1	1	0	1	6	6	3	3	0	6	0	0	3	2	2	4	0	2	1	9	2	4	3	1	0	0	0	9	0	2	3	0	1	5	0	11	1	0	3	1	3	3	0	2	1	1	6	3	1	0	1	0	0	5	0	5	0	0	2	1	0	1	2	7	1	2	1	1	2	3	0	3	1	2	0	2	3	8	4	1	1	0	0	2	1	1	0	2	1	0	1	0	4	0	2	0	4	0	2	7	2	0	7	0	1	0	0	1	0	0	2	4	0	0	0	0	3	14	1	2	0	0	1	2	13	1	0	1	2	1	1	6	0	4	3	3	4	1	6	1	28	0	3	2	1	3	0	2	0	7	0	5	5	1	2	0	0	2	0	0	0	4	6	2	4	0	0	2	2	0	1	2	6	1	0	0	4	2	5	4	0	1	5	3	4	6	0	1	6	2	0	0	0	1	8	7	1	4	8	3	2	1	4	0	2	1	0	1	7	0	1	1	5	7	1	0	2	1	0	1	1	1	1	0	3	3	7	1	0	0	0	9	5	0	2	3	4	0	0	15	1	0	0	0	2	0	1	0	1	3	0	4	1	2	3	0	0	0	3	2	1	3	3	1	4	2	0	1	9	2	0	1	3	1	3	0	1	3	0	0	0	5	0	3	0	1	0	6	1	1	4	4	2	1	0	0	12	3	0	1	1	2	0	4	0	0	0	0	1	1	0	1	3	6	1	2	1
Crooks and Liars	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	2	1	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	0	1	0	1	0	0	1	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	1	2	0	0	0	0	1	0	0	0	4	3	1	0	0	2	4	0	0	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	3	0	0	1	0	0	0	0	1	0	2	0	2	6	0	0	2	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	1	0	3	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	10	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
WIL WHEATON dot NET	0	2	0	0	1	3	0	0	3	1	0	2	0	0	2	2	2	0	1	5	2	1	1	1	0	3	1	3	5	0	0	14	1	0	1	0	0	0	2	2	4	0	0	3	2	2	0	3	2	0	2	1	1	6	0	0	0	0	1	0	3	0	3	2	2	1	1	2	0	1	2	4	0	2	4	0	1	1	0	0	2	1	0	3	3	0	2	4	0	1	0	0	2	0	0	0	3	2	0	0	1	3	1	0	1	0	0	0	2	1	0	0	0	2	4	5	0	1	1	4	0	0	0	0	0	13	0	2	1	0	0	4	3	1	5	4	0	0	0	4	0	0	1	1	1	0	5	3	0	1	0	0	1	4	1	0	0	0	0	0	0	0	0	4	4	1	1	1	0	2	1	4	1	1	0	4	3	0	0	0	1	1	0	0	0	0	1	1	0	3	0	1	0	0	2	1	2	0	0	1	0	1	0	2	0	0	0	0	0	0	7	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	8	2	0	0	0	0	0	0	0	2	0	1	0	0	5	0	3	1	1	1	2	0	8	0	0	0	2	0	0	0	0	1	1	1	2	0	1	2	0	0	0	0	0	0	0	0	1	0	6	0	3	0	0	2	0	1	1	1	0	2	2	1	0	4	1	3	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	5	0	0	0	0	0	0	1	1	1	0	8	0	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	2	0	1	0	2	0	0	0	0	0	2	0	1	1	0	2	0	2	0	0	2	0	2	0	0	1	0	0	1	0	0	1	2	0	1	1	0	0	1	0	0	0	0	1	1	2	1	0	2	0	1	2	0	1	0	1	0	1	1	0	0	0	0	2	2	1	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	1	0	3	0	0	0	3	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0
Quick Online Tips	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	5	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	11	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
F-Measure	2	0	1	3	2	6	1	1	2	0	3	1	5	1	2	2	2	1	8	2	0	0	3	0	4	1	2	6	6	5	9	1	10	3	1	0	1	0	2	2	6	1	11	6	0	4	2	3	3	5	1	0	4	0	3	5	2	3	0	2	2	0	3	0	2	2	0	1	1	0	10	3	1	3	2	1	4	3	2	0	1	0	2	7	1	9	16	2	3	0	4	2	4	0	0	0	0	15	2	0	7	2	1	1	0	2	4	0	0	2	1	2	2	0	0	8	1	6	2	1	1	0	3	3	5	0	3	2	1	1	2	1	1	0	2	1	1	2	0	2	4	1	0	1	4	1	2	0	1	0	1	4	2	8	0	3	0	2	8	0	1	0	3	0	0	0	0	0	1	7	1	7	0	1	1	3	0	1	1	2	3	1	3	0	1	0	3	1	0	490	2	3	0	1	0	0	4	17	0	1	0	2	0	0	1	4	2	0	2	3	2	0	0	2	4	1	0	2	0	1	2	2	0	3	0	3	0	4	1	1	3	4	2	35	0	3	1	3	1	0	4	0	0	0	1	2	3	6	2	1	0	0	1	0	4	0	0	4	1	2	0	0	2	1	0	1	2	1	2	0	4	1	2	2	2	9	0	2	1	0	3	0	2	17	5	0	0	2	3	1	1	2	5	3	0	3	4	1	2	0	0	1	1	1	0	1	1	1	2	3	1	1	1	1	0	2	0	0	0	0	2	4	14	0	0	0	5	1	2	1	2	2	1	0	0	0	0	5	0	0	3	1	3	0	0	0	0	3	0	0	0	0	2	2	1	7	2	2	0	1	1	0	1	0	0	1	0	0	1	6	1	0	0	1	4	2	0	0	0	1	0	0	0	0	3	0	6	3	3	2	1	1	4	0	1	0	0	4	1	1	13	4	0	1	0	1	0	4	0	0	3	2	2	1	0	0	1	1	0	1	2	1	0	4	0	2	0	1	0	3	3	3	6	9	3	4	3	6	4	1	0	1	2	2	6	0	0	17	0	0	1	0	1	0	3	0	0	1	4	1	0	0	5	0	0	0	3	0	1	0	0	0	3	0	4	4	0	0	4	0	0	1	0	0	1	0	14	0	4	4	0	3	1	0	1	0	0	0	0	3
Jeremy Zawodny's blog	3	2	0	0	6	0	4	1	4	1	3	2	1	0	0	0	4	0	4	3	1	2	11	0	1	3	1	3	5	4	1	0	2	2	14	3	0	0	0	0	1	2	0	2	5	0	0	2	4	2	2	1	3	2	1	1	0	0	4	1	0	0	2	0	4	0	3	3	0	0	1	2	3	6	4	0	3	0	2	0	0	1	1	0	0	1	0	0	1	0	3	2	0	1	0	0	0	1	3	0	2	2	0	2	0	1	3	0	0	3	1	0	0	0	2	0	2	0	1	4	3	0	3	1	0	1	0	0	0	1	4	5	0	2	4	0	1	2	0	6	1	1	0	2	3	1	2	1	1	2	0	0	3	1	0	0	1	0	0	0	0	0	0	8	0	1	0	2	0	2	0	1	0	2	3	1	2	0	1	0	0	5	4	0	1	1	0	0	0	0	3	0	0	2	11	1	1	1	0	0	2	3	0	0	0	0	0	0	1	0	0	0	1	0	6	0	1	0	5	0	0	1	0	4	0	4	1	0	0	0	0	3	2	0	2	0	0	2	4	1	0	0	1	1	3	0	1	2	0	0	0	0	0	0	0	0	2	2	3	1	2	0	1	2	0	0	0	1	0	0	0	4	2	0	1	0	0	0	1	0	0	1	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	2	0	1	0	0	2	1	0	0	0	0	0	1	0	2	0	1	0	1	1	0	2	0	0	0	0	0	1	1	1	1	4	1	0	1	2	1	1	0	4	0	1	0	0	0	6	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	3	1	0	0	3	3	0	2	1	0	0	0	0	0	1	1	2	1	0	1	0	1	0	3	2	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	3	3	2	0	0	0	0	0	1	0	0	0	2	0	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	1	1	3	3	0	0	0	0	2	0	1	0	2	0	0	0	0	1	0	0	0	1	1	0	0
Hot Air  Top Picks	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Neatorama	0	0	1	0	0	3	1	0	3	0	0	0	1	1	1	0	2	1	0	3	0	1	1	0	1	1	0	1	3	1	2	13	1	2	2	1	3	1	0	2	1	0	5	2	1	1	4	2	0	0	1	0	2	1	1	0	1	2	1	2	1	0	4	0	0	0	1	1	1	5	0	2	0	1	2	0	1	1	0	3	0	0	0	2	2	0	3	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	20	1	2	1	2	0	0	3	2	1	3	5	1	0	1	0	1	1	0	1	0	2	0	0	0	1	1	0	0	2	0	2	0	0	0	4	0	0	0	1	0	3	0	0	3	1	1	1	2	0	0	1	1	0	1	1	2	3	1	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	20	0	1	0	0	0	2	0	0	0	0	0	0	5	1	4	1	2	0	0	14	0	0	0	2	0	0	1	0	4	1	0	0	2	0	0	0	0	3	0	1	0	2	2	1	0	0	0	0	2	2	0	0	2	1	0	0	1	0	1	1	0	0	0	0	1	3	0	0	1	0	0	2	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	4	0	0	0	0	1	2	1	0	0	0	1	0	2	1	0	0	2	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	2	3	0	2	0	1	1	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	3	2	5	0	4	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	2	0	0	7	1	0	0	0	0	0	0	4	0	0	1	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	3	0	0	1	0	0	1	0	0	0	0	1	0	0
gapingvoid: "cartoons drawn on the back of business cards"	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	4	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
